Inserted List,,ORF Name,Gene Name
PRE4,,YFR050C,PRE4
RET2,,YFR051C,RET2
RPN12,,YFR052W,RPN12
HXK1,,YFR053C,HXK1
YFR054C,,YFR054C,YFR054C
YFR056C,,YFR056C,YFR056C
IRC7,,YFR055W,IRC7
YFR057W,,YFR057W,YFR057W
COS12,,YGL263W,COS12
YGL262W,,YGL262W,YGL262W
PAU11,,YGL261C,PAU11
YGL260W,,YGL260W,YGL260W
YPS5,,YGL259W,YPS5
YGL258W-A,,YGL258W-A,YGL258W-A
VEL1,,YGL258W,VEL1
MNT2,,YGL257C,MNT2
ADH4,,YGL256W,ADH4
ZRT1,,YGL255W,ZRT1
FZF1,,YGL254W,FZF1
HXK2,,YGL253W,HXK2
RTG2,,YGL252C,RTG2
HFM1,,YGL251C,HFM1
RMR1,,YGL250W,RMR1
ZIP2,,YGL249W,ZIP2
PDE1,,YGL248W,PDE1
BRR6,,YGL247W,BRR6
RAI1,,YGL246C,RAI1
GUS1,,YGL245W,GUS1
RTF1,,YGL244W,RTF1
TAD1,,YGL243W,TAD1
YGL242C,,YGL242C,YGL242C
KAP114,,YGL241W,KAP114
DOC1,,YGL240W,DOC1
YGL239C,,YGL239C,YGL239C
CSE1,,YGL238W,CSE1
HAP2,,YGL237C,HAP2
MTO1,,YGL236C,MTO1
YGL235W,,YGL235W,YGL235W
"ADE5,7",,YGL234W,"ADE5,7"
SEC15,,YGL233W,SEC15
TAN1,,YGL232W,TAN1
EMC4,,YGL231C,EMC4
YGL230C,,YGL230C,YGL230C
SAP4,,YGL229C,SAP4
SHE10,,YGL228W,SHE10
VID30,,YGL227W,VID30
OST5,,YGL226C-A,OST5
MTC3,,YGL226W,MTC3
VRG4,,YGL225W,VRG4
SDT1,,YGL224C,SDT1
COG1,,YGL223C,COG1
EDC1,,YGL222C,EDC1
NIF3,,YGL221C,NIF3
BOL2,,YGL220W,BOL2
MDM34,,YGL219C,MDM34
YGL218W,,YGL218W,YGL218W
YGL217C,,YGL217C,YGL217C
KIP3,,YGL216W,KIP3
CLG1,,YGL215W,CLG1
YGL214W,,YGL214W,YGL214W
SKI8,,YGL213C,SKI8
VAM7,,YGL212W,VAM7
NCS6,,YGL211W,NCS6
YPT32,,YGL210W,YPT32
MIG2,,YGL209W,MIG2
SIP2,,YGL208W,SIP2
SPT16,,YGL207W,SPT16
CHC1,,YGL206C,CHC1
POX1,,YGL205W,POX1
YGL204C,,YGL204C,YGL204C
KEX1,,YGL203C,KEX1
ARO8,,YGL202W,ARO8
MCM6,,YGL201C,MCM6
EMP24,,YGL200C,EMP24
YGL199C,,YGL199C,YGL199C
YIP4,,YGL198W,YIP4
MDS3,,YGL197W,MDS3
DSD1,,YGL196W,DSD1
GCN1,,YGL195W,GCN1
HOS2,,YGL194C,HOS2
YGL193C,,YGL193C,YGL193C
IME4,,YGL192W,IME4
COX13,,YGL191W,COX13
CDC55,,YGL190C,CDC55
RPS26a,,YGL189C,RPS26a
YGL188C,,YGL188C,YGL188C
COX4,,YGL187C,COX4
TPN1,,YGL186C,TPN1
YGL185C,,YGL185C,YGL185C
STR3,,YGL184C,STR3
MND1,,YGL183C,MND1
YGL182C,,YGL182C,YGL182C
GTS1,,YGL181W,GTS1
ATG1,,YGL180W,ATG1
TOS3,,YGL179C,TOS3
MPT5,,YGL178W,MPT5
YGL177W,,YGL177W,YGL177W
YGL176C,,YGL176C,YGL176C
SAE2,,YGL175C,SAE2
BUD13,,YGL174W,BUD13
XRN1,,YGL173C,XRN1
NUP49,,YGL172W,NUP49
ROK1,,YGL171W,ROK1
SPO74,,YGL170C,SPO74
SUA5,,YGL169W,SUA5
HUR1,,YGL168W,HUR1
PMR1,,YGL167C,PMR1
CUP2,,YGL166W,CUP2
YGL165C,,YGL165C,YGL165C
YRB30,,YGL164C,YRB30
RAD54,,YGL163C,RAD54
SUT1,,YGL162W,SUT1
YIP5,,YGL161C,YIP5
AIM14,,YGL160W,AIM14
YGL159W,,YGL159W,YGL159W
RCK1,,YGL158W,RCK1
ARI1,,YGL157W,ARI1
AMS1,,YGL156W,AMS1
CDC43,,YGL155W,CDC43
LYS5,,YGL154C,LYS5
PEX14,,YGL153W,PEX14
YGL152C,,YGL152C,YGL152C
NUT1,,YGL151W,NUT1
INO80,,YGL150C,INO80
YGL149W,,YGL149W,YGL149W
ARO2,,YGL148W,ARO2
RPL9a,,YGL147C,RPL9a
RRT6,,YGL146C,RRT6
TIP20,,YGL145W,TIP20
ROG1,,YGL144C,ROG1
MRF1,,YGL143C,MRF1
GPI10,,YGL142C,GPI10
HUL5,,YGL141W,HUL5
YGL140C,,YGL140C,YGL140C
FLC3,,YGL139W,FLC3
YGL138C,,YGL138C,YGL138C
SEC27,,YGL137W,SEC27
MRM2,,YGL136C,MRM2
RPL1b,,YGL135W,RPL1b
PCL10,,YGL134W,PCL10
ITC1,,YGL133W,ITC1
YGL132W,,YGL132W,YGL132W
SNT2,,YGL131C,SNT2
CEG1,,YGL130W,CEG1
RSM23,,YGL129C,RSM23
CWC23,,YGL128C,CWC23
SOH1,,YGL127C,SOH1
SCS3,,YGL126W,SCS3
MET13,,YGL125W,MET13
MON1,,YGL124C,MON1
RPS2,,YGL123W,RPS2
NAB2,,YGL122C,NAB2
GPG1,,YGL121C,GPG1
PRP43,,YGL120C,PRP43
COQ8,,YGL119W,COQ8
YGL118C,,YGL118C,YGL118C
YGL117W,,YGL117W,YGL117W
CDC20,,YGL116W,CDC20
SNF4,,YGL115W,SNF4
YGL114W,,YGL114W,YGL114W
SLD3,,YGL113W,SLD3
TAF6,,YGL112C,TAF6
NSA1,,YGL111W,NSA1
CUE3,,YGL110C,CUE3
YGL109W,,YGL109W,YGL109W
YGL108C,,YGL108C,YGL108C
RMD9,,YGL107C,RMD9
MLC1,,YGL106W,MLC1
ARC1,,YGL105W,ARC1
VPS73,,YGL104C,VPS73
RPL28,,YGL103W,RPL28
YGL102C,,YGL102C,YGL102C
YGL101W,,YGL101W,YGL101W
SEH1,,YGL100W,SEH1
LSG1,,YGL099W,LSG1
USE1,,YGL098W,USE1
SRM1,,YGL097W,SRM1
TOS8,,YGL096W,TOS8
VPS45,,YGL095C,VPS45
PAN2,,YGL094C,PAN2
SPC105,,YGL093W,SPC105
NUP145,,YGL092W,NUP145
NBP35,,YGL091C,NBP35
LIF1,,YGL090W,LIF1
MF(ALPHA)2,,YGL089C,MF(ALPHA)2
YGL088W,,YGL088W,YGL088W
MMS2,,YGL087C,MMS2
MAD1,,YGL086W,MAD1
LCL3,,YGL085W,LCL3
GUP1,,YGL084C,GUP1
SCY1,,YGL083W,SCY1
YGL082W,,YGL082W,YGL082W
YGL081W,,YGL081W,YGL081W
MPC1,,YGL080W,MPC1
KXD1,,YGL079W,KXD1
DBP3,,YGL078C,DBP3
HNM1,,YGL077C,HNM1
RPL7a,,YGL076C,RPL7a
MPS2,,YGL075C,MPS2
YGL074C,,YGL074C,YGL074C
HSF1,,YGL073W,HSF1
YGL072C,,YGL072C,YGL072C
AFT1,,YGL071W,AFT1
RPB9,,YGL070C,RPB9
YGL069C,,YGL069C,YGL069C
MNP1,,YGL068W,MNP1
NPY1,,YGL067W,NPY1
SGF73,,YGL066W,SGF73
ALG2,,YGL065C,ALG2
MRH4,,YGL064C,MRH4
PUS2,,YGL063W,PUS2
PYC1,,YGL062W,PYC1
DUO1,,YGL061C,DUO1
YBP2,,YGL060W,YBP2
PKP2,,YGL059W,PKP2
RAD6,,YGL058W,RAD6
GEP7,,YGL057C,GEP7
SDS23,,YGL056C,SDS23
OLE1,,YGL055W,OLE1
ERV14,,YGL054C,ERV14
PRM8,,YGL053W,PRM8
YGL052W,,YGL052W,YGL052W
MST27,,YGL051W,MST27
TYW3,,YGL050W,TYW3
TIF4632,,YGL049C,TIF4632
RPT6,,YGL048C,RPT6
ALG13,,YGL047W,ALG13
RIM8,,YGL045W,RIM8
RNA15,,YGL044C,RNA15
DST1,,YGL043W,DST1
YGL042C,,YGL042C,YGL042C
YGL041C,,YGL041C,YGL041C
HEM2,,YGL040C,HEM2
YGL039W,,YGL039W,YGL039W
OCH1,,YGL038C,OCH1
PNC1,,YGL037C,PNC1
YGL036W,,YGL036W,YGL036W
MIG1,,YGL035C,MIG1
YGL034C,,YGL034C,YGL034C
HOP2,,YGL033W,HOP2
AGA2,,YGL032C,AGA2
RPL24a,,YGL031C,RPL24a
RPL30,,YGL030W,RPL30
CGR1,,YGL029W,CGR1
SCW11,,YGL028C,SCW11
CWH41,,YGL027C,CWH41
TRP5,,YGL026C,TRP5
PGD1,,YGL025C,PGD1
YGL024W,,YGL024W,YGL024W
PIB2,,YGL023C,PIB2
STT3,,YGL022W,STT3
ALK1,,YGL021W,ALK1
GET1,,YGL020C,GET1
CKB1,,YGL019W,CKB1
JAC1,,YGL018C,JAC1
ATE1,,YGL017W,ATE1
KAP122,,YGL016W,KAP122
YGL015C,,YGL015C,YGL015C
PUF4,,YGL014W,PUF4
PDR1,,YGL013C,PDR1
ERG4,,YGL012W,ERG4
SCL1,,YGL011C,SCL1
MPO1,,YGL010W,MPO1
LEU1,,YGL009C,LEU1
PMA1,,YGL008C,PMA1
BRP1,,YGL007W,BRP1
PMC1,,YGL006W,PMC1
COG7,,YGL005C,COG7
RPN14,,YGL004C,RPN14
CDH1,,YGL003C,CDH1
ERP6,,YGL002W,ERP6
ERG26,,YGL001C,ERG26
EFM5,,YGR001C,EFM5
SWC4,,YGR002C,SWC4
CUL3,,YGR003W,CUL3
PEX31,,YGR004W,PEX31
TFG2,,YGR005C,TFG2
PRP18,,YGR006W,PRP18
ECT1,,YGR007W,ECT1
STF2,,YGR008C,STF2
SEC9,,YGR009C,SEC9
NMA2,,YGR010W,NMA2
YGR011W,,YGR011W,YGR011W
MCY1,,YGR012W,MCY1
SNU71,,YGR013W,SNU71
MSB2,,YGR014W,MSB2
YGR015C,,YGR015C,YGR015C
YGR016W,,YGR016W,YGR016W
YGR017W,,YGR017W,YGR017W
YGR018C,,YGR018C,YGR018C
UGA1,,YGR019W,UGA1
VMA7,,YGR020C,VMA7
YGR021W,,YGR021W,YGR021W
YGR022C,,YGR022C,YGR022C
MTL1,,YGR023W,MTL1
THG1,,YGR024C,THG1
YGR025W,,YGR025W,YGR025W
YGR026W,,YGR026W,YGR026W
RPS25a,,YGR027C,RPS25a
MSP1,,YGR028W,MSP1
ERV1,,YGR029W,ERV1
POP6,,YGR030C,POP6
IMO32,,YGR031W,IMO32
GSC2,,YGR032W,GSC2
TIM21,,YGR033C,TIM21
RPL26b,,YGR034W,RPL26b
YGR035C,,YGR035C,YGR035C
CAX4,,YGR036C,CAX4
ACB1,,YGR037C,ACB1
ORM1,,YGR038W,ORM1
YGR039W,,YGR039W,YGR039W
KSS1,,YGR040W,KSS1
BUD9,,YGR041W,BUD9
MTE1,,YGR042W,MTE1
NQM1,,YGR043C,NQM1
RME1,,YGR044C,RME1
YGR045C,,YGR045C,YGR045C
TAM41,,YGR046W,TAM41
TFC4,,YGR047C,TFC4
UFD1,,YGR048W,UFD1
SCM4,,YGR049W,SCM4
YGR050C,,YGR050C,YGR050C
YGR051C,,YGR051C,YGR051C
FMP48,,YGR052W,FMP48
YGR053C,,YGR053C,YGR053C
YGR054W,,YGR054W,YGR054W
MUP1,,YGR055W,MUP1
RSC1,,YGR056W,RSC1
LST7,,YGR057C,LST7
PEF1,,YGR058W,PEF1
SPR3,,YGR059W,SPR3
ERG25,,YGR060W,ERG25
ADE6,,YGR061C,ADE6
COX18,,YGR062C,COX18
SPT4,,YGR063C,SPT4
YGR064W,,YGR064W,YGR064W
VHT1,,YGR065C,VHT1
YGR066C,,YGR066C,YGR066C
YGR067C,,YGR067C,YGR067C
ART5,,YGR068C,ART5
YGR069W,,YGR069W,YGR069W
ROM1,,YGR070W,ROM1
ENV11,,YGR071C,ENV11
UPF3,,YGR072W,UPF3
YGR073C,,YGR073C,YGR073C
SMD1,,YGR074W,SMD1
PRP38,,YGR075C,PRP38
MRPL25,,YGR076C,MRPL25
PEX8,,YGR077C,PEX8
PAC10,,YGR078C,PAC10
YGR079W,,YGR079W,YGR079W
TWF1,,YGR080W,TWF1
SLX9,,YGR081C,SLX9
TOM20,,YGR082W,TOM20
GCD2,,YGR083C,GCD2
MRP13,,YGR084C,MRP13
RPL11b,,YGR085C,RPL11b
PIL1,,YGR086C,PIL1
PDC6,,YGR087C,PDC6
CTT1,,YGR088W,CTT1
NNF2,,YGR089W,NNF2
UTP22,,YGR090W,UTP22
PRP31,,YGR091W,PRP31
DBF2,,YGR092W,DBF2
DRN1,,YGR093W,DRN1
VAS1,,YGR094W,VAS1
RRP46,,YGR095C,RRP46
TPC1,,YGR096W,TPC1
ASK10,,YGR097W,ASK10
ESP1,,YGR098C,ESP1
TEL2,,YGR099W,TEL2
MDR1,,YGR100W,MDR1
PCP1,,YGR101W,PCP1
GTF1,,YGR102C,GTF1
NOP7,,YGR103W,NOP7
SRB5,,YGR104C,SRB5
VMA21,,YGR105W,VMA21
VOA1,,YGR106C,VOA1
YGR107W,,YGR107W,YGR107W
CLB1,,YGR108W,CLB1
CLB6,,YGR109C,CLB6
CLD1,,YGR110W,CLD1
YGR111W,,YGR111W,YGR111W
SHY1,,YGR112W,SHY1
DAM1,,YGR113W,DAM1
YGR114C,,YGR114C,YGR114C
YGR115C,,YGR115C,YGR115C
SPT6,,YGR116W,SPT6
YGR117C,,YGR117C,YGR117C
RPS23a,,YGR118W,RPS23a
NUP57,,YGR119C,NUP57
COG2,,YGR120C,COG2
MEP1,,YGR121C,MEP1
YGR122W,,YGR122W,YGR122W
YGR122C-A,,YGR122C-A,YGR122C-A
PPT1,,YGR123C,PPT1
ASN2,,YGR124W,ASN2
YGR125W,,YGR125W,YGR125W
YGR126W,,YGR126W,YGR126W
YGR127W,,YGR127W,YGR127W
UTP8,,YGR128C,UTP8
SYF2,,YGR129W,SYF2
YGR130C,,YGR130C,YGR130C
FHN1,,YGR131W,FHN1
PHB1,,YGR132C,PHB1
PEX4,,YGR133W,PEX4
CAF130,,YGR134W,CAF130
PRE9,,YGR135W,PRE9
LSB1,,YGR136W,LSB1
YGR137W,,YGR137W,YGR137W
TPO2,,YGR138C,TPO2
YGR139W,,YGR139W,YGR139W
CBF2,,YGR140W,CBF2
VPS62,,YGR141W,VPS62
BTN2,,YGR142W,BTN2
SKN1,,YGR143W,SKN1
THI4,,YGR144W,THI4
ENP2,,YGR145W,ENP2
ECL1,,YGR146C,ECL1
NAT2,,YGR147C,NAT2
RPL24b,,YGR148C,RPL24b
GPC1,,YGR149W,GPC1
CCM1,,YGR150C,CCM1
YGR151C,,YGR151C,YGR151C
RSR1,,YGR152C,RSR1
YGR153W,,YGR153W,YGR153W
GTO1,,YGR154C,GTO1
CYS4,,YGR155W,CYS4
PTI1,,YGR156W,PTI1
CHO2,,YGR157W,CHO2
MTR3,,YGR158C,MTR3
NSR1,,YGR159C,NSR1
YGR160W,,YGR160W,YGR160W
RTS3,,YGR161C,RTS3
TIF4631,,YGR162W,TIF4631
GTR2,,YGR163W,GTR2
YGR164W,,YGR164W,YGR164W
MRPS35,,YGR165W,MRPS35
TRS65,,YGR166W,TRS65
CLC1,,YGR167W,CLC1
YGR168C,,YGR168C,YGR168C
PUS6,,YGR169C,PUS6
PSD2,,YGR170W,PSD2
MSM1,,YGR171C,MSM1
YIP1,,YGR172C,YIP1
RBG2,,YGR173W,RBG2
CBP4,,YGR174C,CBP4
ERG1,,YGR175C,ERG1
YGR176W,,YGR176W,YGR176W
ATF2,,YGR177C,ATF2
PBP1,,YGR178C,PBP1
OKP1,,YGR179C,OKP1
RNR4,,YGR180C,RNR4
TIM13,,YGR181W,TIM13
YGR182C,,YGR182C,YGR182C
QCR9,,YGR183C,QCR9
UBR1,,YGR184C,UBR1
TYS1,,YGR185C,TYS1
TFG1,,YGR186W,TFG1
HGH1,,YGR187C,HGH1
BUB1,,YGR188C,BUB1
CRH1,,YGR189C,CRH1
YGR190C,,YGR190C,YGR190C
HIP1,,YGR191W,HIP1
TDH3,,YGR192C,TDH3
PDX1,,YGR193C,PDX1
XKS1,,YGR194C,XKS1
SKI6,,YGR195W,SKI6
FYV8,,YGR196C,FYV8
SNG1,,YGR197C,SNG1
YPP1,,YGR198W,YPP1
PMT6,,YGR199W,PMT6
ELP2,,YGR200C,ELP2
YGR201C,,YGR201C,YGR201C
PCT1,,YGR202C,PCT1
YCH1,,YGR203W,YCH1
ADE3,,YGR204W,ADE3
TDA10,,YGR205W,TDA10
MVB12,,YGR206W,MVB12
CIR1,,YGR207C,CIR1
SER2,,YGR208W,SER2
TRX2,,YGR209C,TRX2
YGR210C,,YGR210C,YGR210C
ZPR1,,YGR211W,ZPR1
SLI1,,YGR212W,SLI1
RTA1,,YGR213C,RTA1
RPS0a,,YGR214W,RPS0a
RSM27,,YGR215W,RSM27
GPI1,,YGR216C,GPI1
CCH1,,YGR217W,CCH1
CRM1,,YGR218W,CRM1
YGR219W,,YGR219W,YGR219W
MRPL9,,YGR220C,MRPL9
TOS2,,YGR221C,TOS2
PET54,,YGR222W,PET54
HSV2,,YGR223C,HSV2
AZR1,,YGR224W,AZR1
AMA1,,YGR225W,AMA1
YGR226C,,YGR226C,YGR226C
DIE2,,YGR227W,DIE2
YGR228W,,YGR228W,YGR228W
SMI1,,YGR229C,SMI1
BNS1,,YGR230W,BNS1
PHB2,,YGR231C,PHB2
NAS6,,YGR232W,NAS6
PHO81,,YGR233C,PHO81
YHB1,,YGR234W,YHB1
MIC26,,YGR235C,MIC26
SPG1,,YGR236C,SPG1
YGR237C,,YGR237C,YGR237C
KEL2,,YGR238C,KEL2
PEX21,,YGR239C,PEX21
PFK1,,YGR240C,PFK1
YAP1802,,YGR241C,YAP1802
YGR242W,,YGR242W,YGR242W
MPC3,,YGR243W,MPC3
LSC2,,YGR244C,LSC2
SDA1,,YGR245C,SDA1
BRF1,,YGR246C,BRF1
CPD1,,YGR247W,CPD1
SOL4,,YGR248W,SOL4
MGA1,,YGR249W,MGA1
RIE1,,YGR250C,RIE1
NOP19,,YGR251W,NOP19
GCN5,,YGR252W,GCN5
PUP2,,YGR253C,PUP2
ENO1,,YGR254W,ENO1
COQ6,,YGR255C,COQ6
GND2,,YGR256W,GND2
MTM1,,YGR257C,MTM1
RAD2,,YGR258C,RAD2
YGR259C,,YGR259C,YGR259C
TNA1,,YGR260W,TNA1
APL6,,YGR261C,APL6
BUD32,,YGR262C,BUD32
SAY1,,YGR263C,SAY1
MES1,,YGR264C,MES1
YGR265W,,YGR265W,YGR265W
YGR266W,,YGR266W,YGR266W
FOL2,,YGR267C,FOL2
HUA1,,YGR268C,HUA1
YGR269W,,YGR269W,YGR269W
YTA7,,YGR270W,YTA7
SLH1,,YGR271W,SLH1
EFG1,,YGR271C-A,EFG1
YGR272C,,YGR272C,YGR272C
YGR273C,,YGR273C,YGR273C
TAF1,,YGR274C,TAF1
RTT102,,YGR275W,RTT102
RNH70,,YGR276C,RNH70
CAB4,,YGR277C,CAB4
CWC22,,YGR278W,CWC22
SCW4,,YGR279C,SCW4
PXR1,,YGR280C,PXR1
YOR1,,YGR281W,YOR1
BGL2,,YGR282C,BGL2
YGR283C,,YGR283C,YGR283C
ERV29,,YGR284C,ERV29
ZUO1,,YGR285C,ZUO1
BIO2,,YGR286C,BIO2
IMA1,,YGR287C,IMA1
MAL13,,YGR288W,MAL13
MAL11,,YGR289C,MAL11
YGR290W,,YGR290W,YGR290W
YGR291C,,YGR291C,YGR291C
MAL12,,YGR292W,MAL12
YGR293C,,YGR293C,YGR293C
PAU12,,YGR294W,PAU12
COS6,,YGR295C,COS6
YRF1-3,,YGR296W,YRF1-3
YHL050C,,YHL050C,YHL050C
YHL049C,,YHL049C,YHL049C
COS8,,YHL048W,COS8
ARN2,,YHL047C,ARN2
PAU13,,YHL046C,PAU13
YHL045W,,YHL045W,YHL045W
YHL044W,,YHL044W,YHL044W
ECM34,,YHL043W,ECM34
YHL042W,,YHL042W,YHL042W
YHL041W,,YHL041W,YHL041W
ARN1,,YHL040C,ARN1
EFM1,,YHL039W,EFM1
CBP2,,YHL038C,CBP2
YHL037C,,YHL037C,YHL037C
MUP3,,YHL036W,MUP3
VMR1,,YHL035C,VMR1
SBP1,,YHL034C,SBP1
RPL8a,,YHL033C,RPL8a
GUT1,,YHL032C,GUT1
GOS1,,YHL031C,GOS1
ECM29,,YHL030W,ECM29
OCA5,,YHL029C,OCA5
WSC4,,YHL028W,WSC4
RIM101,,YHL027W,RIM101
YHL026C,,YHL026C,YHL026C
SNF6,,YHL025W,SNF6
RIM4,,YHL024W,RIM4
NPR3,,YHL023C,NPR3
SPO11,,YHL022C,SPO11
AIM17,,YHL021C,AIM17
OPI1,,YHL020C,OPI1
APM2,,YHL019C,APM2
YHL018W,,YHL018W,YHL018W
YHL017W,,YHL017W,YHL017W
DUR3,,YHL016C,DUR3
RPS20,,YHL015W,RPS20
YLF2,,YHL014C,YLF2
OTU2,,YHL013C,OTU2
YHL012W,,YHL012W,YHL012W
PRS3,,YHL011C,PRS3
ETP1,,YHL010C,ETP1
YAP3,,YHL009C,YAP3
YHL008C,,YHL008C,YHL008C
STE20,,YHL007C,STE20
SHU1,,YHL006C,SHU1
YHL005C,,YHL005C,YHL005C
MRP4,,YHL004W,MRP4
LAG1,,YHL003C,LAG1
HSE1,,YHL002W,HSE1
RPL14b,,YHL001W,RPL14b
OSH7,,YHR001W,OSH7
QCR10,,YHR001W-A,QCR10
LEU5,,YHR002W,LEU5
TCD1,,YHR003C,TCD1
NEM1,,YHR004C,NEM1
GPA1,,YHR005C,GPA1
TIM10,,YHR005C-A,TIM10
STP2,,YHR006W,STP2
ERG11,,YHR007C,ERG11
SOD2,,YHR008C,SOD2
TDA3,,YHR009C,TDA3
RPL27a,,YHR010W,RPL27a
DIA4,,YHR011W,DIA4
VPS29,,YHR012W,VPS29
ARD1,,YHR013C,ARD1
SPO13,,YHR014W,SPO13
YSC84,,YHR016C,YSC84
YSC83,,YHR017W,YSC83
ARG4,,YHR018C,ARG4
DED81,,YHR019C,DED81
YHR020W,,YHR020W,YHR020W
RPS27b,,YHR021C,RPS27b
ECM12,,YHR021W-A,ECM12
YHR022C,,YHR022C,YHR022C
MYO1,,YHR023W,MYO1
MAS2,,YHR024C,MAS2
THR1,,YHR025W,THR1
VMA16,,YHR026W,VMA16
RPN1,,YHR027C,RPN1
DAP2,,YHR028C,DAP2
YHI9,,YHR029C,YHI9
SLT2,,YHR030C,SLT2
RRM3,,YHR031C,RRM3
ERC1,,YHR032W,ERC1
YHR033W,,YHR033W,YHR033W
PIH1,,YHR034C,PIH1
NEL1,,YHR035W,NEL1
BRL1,,YHR036W,BRL1
PUT2,,YHR037W,PUT2
RRF1,,YHR038W,RRF1
MSC7,,YHR039C,MSC7
VMA10,,YHR039C-A,VMA10
BCD1,,YHR040W,BCD1
SRB2,,YHR041C,SRB2
NCP1,,YHR042W,NCP1
DOG2,,YHR043C,DOG2
DOG1,,YHR044C,DOG1
YHR045W,,YHR045W,YHR045W
INM1,,YHR046C,INM1
YHK8,,YHR048W,YHK8
FSH1,,YHR049W,FSH1
YHR049C-A,,YHR049C-A,YHR049C-A
SMF2,,YHR050W,SMF2
COX6,,YHR051W,COX6
CIC1,,YHR052W,CIC1
CUP1-1,,YHR053C,CUP1-1
YHR054C,,YHR054C,YHR054C
CUP1-2,,YHR055C,CUP1-2
RSC30,,YHR056C,RSC30
CPR2,,YHR057C,CPR2
MED6,,YHR058C,MED6
FYV4,,YHR059W,FYV4
VMA22,,YHR060W,VMA22
GIC1,,YHR061C,GIC1
RPP1,,YHR062C,RPP1
PAN5,,YHR063C,PAN5
SSZ1,,YHR064C,SSZ1
RRP3,,YHR065C,RRP3
SSF1,,YHR066W,SSF1
HTD2,,YHR067W,HTD2
DYS1,,YHR068W,DYS1
RRP4,,YHR069C,RRP4
TRM5,,YHR070W,TRM5
PCL5,,YHR071W,PCL5
ERG7,,YHR072W,ERG7
NOP10,,YHR072W-A,NOP10
OSH3,,YHR073W,OSH3
QNS1,,YHR074W,QNS1
PPE1,,YHR075C,PPE1
PTC7,,YHR076W,PTC7
NMD2,,YHR077C,NMD2
YHR078W,,YHR078W,YHR078W
IRE1,,YHR079C,IRE1
SAE3,,YHR079C-A,SAE3
LAM4,,YHR080C,LAM4
LRP1,,YHR081W,LRP1
KSP1,,YHR082C,KSP1
SAM35,,YHR083W,SAM35
STE12,,YHR084W,STE12
IPI1,,YHR085W,IPI1
NAM8,,YHR086W,NAM8
RTC3,,YHR087W,RTC3
RPF1,,YHR088W,RPF1
GAR1,,YHR089C,GAR1
YNG2,,YHR090C,YNG2
MSR1,,YHR091C,MSR1
HXT4,,YHR092C,HXT4
AHT1,,YHR093W,AHT1
HXT1,,YHR094C,HXT1
YHR095W,,YHR095W,YHR095W
HXT5,,YHR096C,HXT5
YHR097C,,YHR097C,YHR097C
SFB3,,YHR098C,SFB3
TRA1,,YHR099W,TRA1
GEP4,,YHR100C,GEP4
BIG1,,YHR101C,BIG1
KIC1,,YHR102W,KIC1
SBE22,,YHR103W,SBE22
GRE3,,YHR104W,GRE3
YPT35,,YHR105W,YPT35
TRR2,,YHR106W,TRR2
CDC12,,YHR107C,CDC12
GGA2,,YHR108W,GGA2
CTM1,,YHR109W,CTM1
ERP5,,YHR110W,ERP5
UBA4,,YHR111W,UBA4
YHR112C,,YHR112C,YHR112C
APE4,,YHR113W,APE4
BZZ1,,YHR114W,BZZ1
DMA1,,YHR115C,DMA1
COX23,,YHR116W,COX23
TOM71,,YHR117W,TOM71
ORC6,,YHR118C,ORC6
SET1,,YHR119W,SET1
MSH1,,YHR120W,MSH1
LSM12,,YHR121W,LSM12
CIA2,,YHR122W,CIA2
EPT1,,YHR123W,EPT1
NDT80,,YHR124W,NDT80
YHR125W,,YHR125W,YHR125W
ANS1,,YHR126C,ANS1
YHR127W,,YHR127W,YHR127W
FUR1,,YHR128W,FUR1
ARP1,,YHR129C,ARP1
YHR130C,,YHR130C,YHR130C
YHR131C,,YHR131C,YHR131C
ECM14,,YHR132C,ECM14
IGO2,,YHR132W-A,IGO2
NSG1,,YHR133C,NSG1
WSS1,,YHR134W,WSS1
YCK1,,YHR135C,YCK1
SPL2,,YHR136C,SPL2
ARO9,,YHR137W,ARO9
YHR138C,,YHR138C,YHR138C
SPS100,,YHR139C,SPS100
YHR139C-A,,YHR139C-A,YHR139C-A
YHR140W,,YHR140W,YHR140W
RPL42b,,YHR141C,RPL42b
CHS7,,YHR142W,CHS7
DSE2,,YHR143W,DSE2
RPC10,,YHR143W-A,RPC10
DCD1,,YHR144C,DCD1
YHR145C,,YHR145C,YHR145C
CRP1,,YHR146W,CRP1
MRPL6,,YHR147C,MRPL6
IMP3,,YHR148W,IMP3
SKG6,,YHR149C,SKG6
PEX28,,YHR150W,PEX28
MTC6,,YHR151C,MTC6
SPO12,,YHR152W,SPO12
SPO16,,YHR153C,SPO16
RTT107,,YHR154W,RTT107
LAM1,,YHR155W,LAM1
LIN1,,YHR156C,LIN1
REC104,,YHR157W,REC104
KEL1,,YHR158C,KEL1
TDA11,,YHR159W,TDA11
PEX18,,YHR160C,PEX18
YAP1801,,YHR161C,YAP1801
MPC2,,YHR162W,MPC2
SOL3,,YHR163W,SOL3
DNA2,,YHR164C,DNA2
PRP8,,YHR165C,PRP8
CDC23,,YHR166C,CDC23
THP2,,YHR167W,THP2
MTG2,,YHR168W,MTG2
DBP8,,YHR169W,DBP8
NMD3,,YHR170W,NMD3
ATG7,,YHR171W,ATG7
SPC97,,YHR172W,SPC97
YHR173C,,YHR173C,YHR173C
ENO2,,YHR174W,ENO2
CTR2,,YHR175W,CTR2
